name,socket,form_factor
MSI B450 Gaming Plus,AM4,ATX
Gigabyte Z370P D3,LGA1151,ATX
ASRock B365 Phantom Gaming 4,LGA1151,ATX
MSI MPG Z590 GAMING FORCE,LGA1200,ATX
Asus ProArt Z690-CREATOR WIFI,LGA1700,ATX
ASRock AB350 Pro4,AM4,ATX
MSI Z790 GAMING PRO WIFI,LGA1700,ATX
Gigabyte Z690 AORUS XTREME,LGA1700,EATX
Asus M5A97 R2.0,AM3+,ATX
Gigabyte X570 AORUS ULTRA,AM4,ATX
Gigabyte B660 GAMING X DDR4,LGA1700,ATX
ASRock Z590 Steel Legend WiFi 6E,LGA1200,ATX
Gigabyte Z390 AORUS ELITE,LGA1151,ATX
Gigabyte Z390 AORUS ULTRA,LGA1151,ATX
Gigabyte B560 DS3H AC,LGA1200,ATX
ASRock X370 Taichi,AM4,ATX
Asus PRIME B550-PLUS AC-HES,AM4,ATX
Asus MAXIMUS VII HERO,LGA1150,ATX
Asus X99-WS/IPMI,LGA2011-3,ATX
Gigabyte Z390 AORUS MASTER,LGA1151,ATX
ASRock H670 Steel Legend,LGA1700,ATX
Gigabyte B560 AORUS PRO AX,LGA1200,ATX
MSI MEG Z690 UNIFY-X,LGA1700,ATX
Asus TUF GAMING X570-PRO WIFI II,AM4,ATX
Asus WS C246 PRO,LGA1151,ATX
MSI PRO B760-VC WIFI,LGA1700,ATX
Asus CROSSHAIR VI HERO,AM4,ATX
MSI MPG Z590 GAMING CARBON WIFI,LGA1200,ATX
Asus P8Z77-V PRO,LGA1155,ATX
Asus MAXIMUS IX HERO,LGA1151,ATX
Gigabyte X570 AORUS XTREME,AM4,EATX
MSI Z270 SLI PLUS,LGA1151,ATX
Asus ROG STRIX B660-A GAMING WIFI,LGA1700,ATX
MSI X370 GAMING PRO CARBON,AM4,ATX
Gigabyte X570 UD,AM4,ATX
Gigabyte B660 AORUS Master DDR4,LGA1700,ATX
Asus ROG MAXIMUS X HERO (WI-FI AC),LGA1151,ATX
ASRock Z370 Extreme4,LGA1151,ATX
MSI MEG X570 ACE,AM4,ATX
Gigabyte GA-Z170X-UD5,LGA1151,ATX
MSI MEG Z390 GODLIKE,LGA1151,EATX
MSI X99A SLI PLUS,LGA2011-3,ATX
Asus Sabertooth 990FX R2.0,AM3+,ATX
Gigabyte Z690 GAMING X,LGA1700,ATX
MSI Z97 PC MATE,LGA1150,ATX
Asus STRIX Z270F,LGA1151,ATX
ASRock Z370 Pro4,LGA1151,ATX
Gigabyte Z590 UD,LGA1200,ATX
Asus Sabertooth X79,LGA2011,ATX
Asus TUF GAMING B560-PLUS WIFI,LGA1200,ATX
ASRock Z390 Phantom Gaming 4S,LGA1151,ATX
MSI Z97S SLI Krait Edition,LGA1150,ATX
Asus ROG STRIX Z370-F GAMING,LGA1151,ATX
Asus ROG MAXIMUS XI FORMULA,LGA1151,ATX
MSI MAG B560 TORPEDO,LGA1200,ATX
Gigabyte GA-Z97X-SLI,LGA1150,ATX
Gigabyte Z390 AORUS PRO,LGA1151,ATX
Asus ROG Crosshair VII Hero,AM4,ATX
Asus ROG STRIX Z590-F GAMING WIFI,LGA1200,ATX
Gigabyte Z490 VISION G,LGA1200,ATX
Gigabyte B550 AORUS PRO,AM4,ATX
ASRock X370 KILLER SLI/ac,AM4,ATX
MSI B360 GAMING PLUS,LGA1151,ATX
MSI X470 GAMING PRO CARBON,AM4,ATX
Gigabyte Z370 AORUS Gaming 7 (rev. 1.0),LGA1151,ATX
MSI MEG B550 UNIFY,AM4,ATX
MSI B450-A PRO,AM4,ATX
ASRock B560 Steel Legend,LGA1200,ATX
MSI MAG B660 TOMAHAWK WIFI,LGA1700,ATX
MSI MPG Z390 GAMING PRO CARBON AC,LGA1151,ATX
MSI MEG X570 GODLIKE,AM4,EATX
Gigabyte X299 UD4 Pro,LGA2066,ATX
Gigabyte GA-Z170X-Gaming 7,LGA1151,ATX
Asus PRIME H310-PLUS,LGA1151,ATX
Asus STRIX X370-F GAMING,AM4,ATX
Gigabyte B450 Gaming X,AM4,ATX
MSI MPG Z590 GAMING EDGE WIFI,LGA1200,ATX
MSI Z87-G45 Gaming,LGA1150,ATX
ASRock Fatal1ty B450 GAMING K4,AM4,ATX
Asus TUF Z370 Plus Gaming,LGA1151,ATX
MSI B150 Gaming M3,LGA1151,ATX
Asus TUF X470-PLUS GAMING,AM4,ATX
Asus M5A99FX PRO R2.0,AM3+,ATX
Gigabyte GA-970A-DS3P,AM3+,ATX
Asus ProArt B760-CREATOR,LGA1700,ATX
Gigabyte Z790 AORUS TACHYON,LGA1700,EATX
Asus Z87-Pro,LGA1150,ATX
Gigabyte B560 HD3,LGA1200,ATX
Asus ROG STRIX Z390-H GAMING,LGA1151,ATX
ASRock B550 PG Riptide,AM4,ATX
Gigabyte Z370 AORUS Gaming 5 (rev. 1.0),LGA1151,ATX
Gigabyte Z590 VISION D,LGA1200,ATX
Asus H170-PRO,LGA1151,ATX
MSI MEG Z390 ACE,LGA1151,ATX
Gigabyte B660 DS3H AC DDR4,LGA1700,ATX
Gigabyte GA-AB350-Gaming,AM4,ATX
ASRock X570 Creator,AM4,ATX
MSI MEG B550 UNIFY-X,AM4,ATX
Asus Sabertooth Z77,LGA1155,ATX
Gigabyte Z590 AORUS ELITE,LGA1200,ATX
Asus Z170-P,LGA1151,ATX
Gigabyte Z490 AORUS ELITE AC,LGA1200,ATX
ASRock B560 Pro4,LGA1200,ATX
ASRock X470 Taichi,AM4,ATX
Gigabyte Z490 AORUS PRO AX,LGA1200,ATX
ASRock Z690 Taichi Razer Edition,LGA1700,ATX
Gigabyte X570 AORUS PRO,AM4,ATX
ASRock Z590 PG Velocita,LGA1200,ATX
Asus Z170-E,LGA1151,ATX
MSI Z370 GAMING PRO CARBON,LGA1151,ATX
Asus ROG STRIX Z490-F GAMING,LGA1200,ATX
Asus PRIME B460-PLUS,LGA1200,ATX
Asus ROG STRIX B360-F GAMING,LGA1151,ATX
Asus H110-PLUS,LGA1151,ATX
MSI B350 GAMING PLUS,AM4,ATX
MSI PRO Z790-P DDR4,LGA1700,ATX
Asus X99-A,LGA2011-3,ATX
Asus ROG MAXIMUS XII FORMULA,LGA1200,ATX
Asus PRIME Z370-A II,LGA1151,ATX
Gigabyte X570S AORUS PRO AX,AM4,ATX
Gigabyte B360 AORUS Gaming 3 WIFI,LGA1151,ATX
Asus TUF Z390-PRO GAMING,LGA1151,ATX
MSI MAG Z690 TORPEDO,LGA1700,ATX
Gigabyte Z690 UD AX,LGA1700,ATX
Gigabyte Z370 HD3 (rev. 1.0),LGA1151,ATX
MSI Z170A GAMING M7,LGA1151,ATX
MSI MEG Z490 UNIFY,LGA1200,ATX
Asus Sabertooth Z87,LGA1150,ATX
Gigabyte X470 AORUS GAMING 7 WIFI,AM4,ATX
ASRock Z690 Phantom Gaming 4/D5,LGA1700,ATX
Gigabyte X470 AORUS GAMING 5 WIFI,AM4,ATX
MSI MAG B460 TOMAHAWK,LGA1200,ATX
MSI MEG Z690 GODLIKE,LGA1700,EATX
Asus ROG Strix Z370-H Gaming,LGA1151,ATX
MSI B360 GAMING ARCTIC,LGA1151,ATX
Gigabyte B365 HD3,LGA1151,ATX
Asus P8Z77-V LX,LGA1155,ATX
ASRock Z270 Killer SLI/ac,LGA1151,ATX
Asus PRIME Z370-P II,LGA1151,ATX
Asus STRIX Z270H,LGA1151,ATX
Gigabyte B660 AORUS Master,LGA1700,ATX
MSI Z170A PC MATE,LGA1151,ATX
Asus ROG STRIX X99 GAMING,LGA2011-3,ATX
MSI Z370 SLI PLUS,LGA1151,ATX
Asus ROG Crosshair VII Hero (Wi-Fi),AM4,ATX
MSI X470 GAMING PRO,AM4,ATX
Asus PRIME X670-P WIFI-CSM,AM5,ATX
Gigabyte GA-AX370-GAMING 5,AM4,ATX
MSI MEG Z590 ACE,LGA1200,ATX
Gigabyte Z690 AORUS PRO DDR4,LGA1700,ATX
Asus Crosshair V Formula-Z,AM3+,ATX
Asus ROG Strix H370-F Gaming,LGA1151,ATX
Gigabyte GA-AX370-Gaming K7,AM4,ATX
ASRock Z590 OC Formula,LGA1200,EATX
Asus Pro WS X570-ACE,AM4,ATX
MSI PRO B550-P GEN3,AM4,ATX
Asus ROG MAXIMUS VIII HERO ALPHA,LGA1151,ATX
MSI X370 GAMING PLUS,AM4,ATX
Asus ROG STRIX B560-F GAMING WIFI,LGA1200,ATX
Asus CROSSHAIR VI HERO (WI-FI AC),AM4,ATX
ASRock X470 Master SLI/AC,AM4,ATX
Asus TUF Z270 MARK 2,LGA1151,ATX
MSI MEG Z490 ACE,LGA1200,ATX
MSI Z270 GAMING M3,LGA1151,ATX
Gigabyte X570S AORUS ELITE,AM4,ATX
Asus STRIX B250F GAMING,LGA1151,ATX
Asus ROG MAXIMUS XI HERO,LGA1151,ATX
Asus TUF GAMING Z490-PLUS,LGA1200,ATX
MSI Z170-A PRO,LGA1151,ATX
Asus PRIME X670E-PRO WIFI-CSM,AM5,ATX
Gigabyte GA-Z170XP-SLI,LGA1151,ATX
Asus H170 PRO GAMING,LGA1151,ATX
Gigabyte GA-990FXA-UD3,AM3+,ATX
Gigabyte GA-Z170X-Gaming 3,LGA1151,ATX
Gigabyte GA-Z170-HD3,LGA1151,ATX
MSI Z170A KRAIT GAMING 3X,LGA1151,ATX
MSI MEG Z590 UNIFY-X,LGA1200,ATX
Gigabyte GA-Z270X-Ultra Gaming,LGA1151,ATX
Asus TUF B450-Pro Gaming,AM4,ATX
Gigabyte B650 AORUS ELITE,AM5,ATX
Gigabyte H370 AORUS Gaming 3 WIFI,LGA1151,ATX
ASRock X570 Phantom Gaming X,AM4,ATX
Asus Z170-AR,LGA1151,ATX
Asus X99-A II,LGA2011-3,ATX
MSI Z170A GAMING PRO CARBON,LGA1151,ATX
Gigabyte X670 AORUS ELITE AX (rev. 1.1),AM5,ATX
Gigabyte GA-Z270P-D3,LGA1151,ATX
Asus ROG STRIX B450-E GAMING,AM4,ATX
Gigabyte X570S GAMING X,AM4,ATX
Gigabyte Z490 AORUS ELITE,LGA1200,ATX
ASRock Z370 Killer SLI/ac,LGA1151,ATX
Gigabyte Z490 GAMING X,LGA1200,ATX
Asus TUF H370-Pro Gaming (WI-FI),LGA1151,ATX
ASRock X99 Extreme4,LGA2011-3,ATX
ASRock Z590-C/ac,LGA1200,ATX
Asus PRIME Z590-V,LGA1200,ATX
Asus TUF GAMING H570-PRO WIFI,LGA1200,ATX
Gigabyte Z490 AORUS MASTER,LGA1200,ATX
Asus ROG Maximus XIII Extreme,LGA1200,EATX
Asus Z97-K/CSM,LGA1150,ATX
Gigabyte GA-Z97X-Gaming 3,LGA1150,ATX
Asus Z97 PRO GAMER,LGA1150,ATX
MSI B250 PC MATE,LGA1151,ATX
Asus PRIME H270-PLUS-CSM,LGA1151,ATX
Asus ROG MAXIMUS X HERO,LGA1151,ATX
ASRock B365 Pro4,LGA1151,ATX
Gigabyte GA-Z77X-UD3H,LGA1155,ATX
Asus Maximus VI Hero,LGA1150,ATX
MSI Z170A SLI PLUS,LGA1151,ATX
Asus TUF GAMING B460-PLUS,LGA1200,ATX
ASRock X570 Phantom Gaming 4 WiFi ax,AM4,ATX
Asus Z87-A,LGA1150,ATX
ASRock X570 Extreme4,AM4,ATX
ASRock X299 Taichi CLX,LGA2066,ATX
Asus ROG STRIX B460-H GAMING,LGA1200,ATX
Asus RAMPAGE V EXTREME,LGA2011-3,EATX
MSI 990FXA-GAMING,AM3+/AM3,ATX
MSI Z370 TOMAHAWK,LGA1151,ATX
MSI Z370 GAMING PRO CARBON AC,LGA1151,ATX
Asus Prime B360-Plus,LGA1151,ATX
Gigabyte GA-Z170-HD3P,LGA1151,ATX
Asus STRIX H270F GAMING,LGA1151,ATX
Asus ROG STRIX B360-H GAMING,LGA1151,ATX
Gigabyte Z590 GAMING X,LGA1200,ATX
Asus P8Z77-V LK,LGA1155,ATX
Asus Rampage IV Black Edition,LGA2011,EATX
ASRock Z97 Extreme4,LGA1150,ATX
Asus Z97-P,LGA1150,ATX
Gigabyte GA-Z97P-D3,LGA1150,ATX
ASRock X570 Phantom Gaming 4S,AM4,ATX
Asus Z170-DELUXE,LGA1151,ATX
ASRock Z97 Anniversary,LGA1150,ATX
Asus 970 PRO GAMING/AURA,AM3+,ATX
Asus Rampage V Edition 10,LGA2011-3,EATX
MSI Z270 GAMING M5,LGA1151,ATX
Asus ROG STRIX Z490-A GAMING,LGA1200,ATX
MSI Z97-G45 Gaming,LGA1150,ATX
MSI Z270 PC MATE,LGA1151,ATX
MSI B360-A PRO,LGA1151,ATX
MSI Z77A-G43,LGA1155,ATX
MSI MEG X299 CREATION,LGA2066,EATX
Gigabyte B550 AORUS PRO AX,AM4,ATX
MSI MEG Z490 GODLIKE,LGA1200,EATX
Gigabyte MW50-SV0,LGA2011-3,ATX
Asus SABERTOOTH X99,LGA2011-3,ATX
ASRock C246 WS,LGA1151,ATX
MSI MAG B550 TORPEDO,AM4,ATX
Asus STRIX X299-E GAMING,LGA2066,ATX
ASRock Z97 Extreme6,LGA1150,ATX
Asus Z170-K,LGA1151,ATX
Gigabyte B360 HD3,LGA1151,ATX
Gigabyte GA-Z97X-Gaming 5,LGA1150,ATX
Asus MAXIMUS VIII RANGER,LGA1151,ATX
Gigabyte GA-Z170X-Gaming 5,LGA1151,ATX
ASRock 970A-G/3.1,AM3+/AM3,ATX
MSI MEG Z590 GODLIKE,LGA1200,EATX
MSI MEG Z590 ACE GOLD EDITION,LGA1200,ATX
Asus ROG MAXIMUS XII EXTREME,LGA1200,EATX
Gigabyte Z490 UD,LGA1200,ATX
MSI Z370 GAMING M5,LGA1151,ATX
Asus TUF GAMING A620-PRO WIFI,AM5,ATX
ASRock X299 Steel Legend,LGA2066,ATX
MSI Z270 CAMO SQUAD,LGA1151,ATX
Asus P5QProTurbo,LGA775,ATX
Asus P8Z68-V PRO/GEN3,LGA1155,ATX
Gigabyte GA-Z77X-UD5H,LGA1155,ATX
Gigabyte GA-Z97-HD3,LGA1150,ATX
Asus TUF B360-PRO GAMING,LGA1151,ATX
MSI MAG B460 TORPEDO,LGA1200,ATX
Gigabyte GA-Z170-HD3 DDR3,LGA1151,ATX
Gigabyte GA-H170-GAMING 3,LGA1151,ATX
Asus TUF X299 MARK 2,LGA2066,ATX
Asus PRIME B560-PLUS AC-HES,LGA1200,ATX
Gigabyte Z590 AORUS XTREME,LGA1200,EATX
Asus PRIME X670-P-CSM,AM5,ATX
Asus TUF Z370 Pro Gaming,LGA1151,ATX
ASRock Z390 Taichi,LGA1151,ATX
Asus TUF Z390-PLUS GAMING,LGA1151,ATX
Asus PRIME Z490-V,LGA1200,ATX
MSI MAG B660 TOMAHAWK EVA e-PROJECT,LGA1700,ATX
Asus TUF Z370-Plus Gaming II,LGA1151,ATX
Gigabyte B760 AORUS MASTER DDR4,LGA1700,ATX
Gigabyte B660-AORUS-ELITE-AX-DDR4,LGA1700,ATX
ASRock Z590 Phantom Gaming 4,LGA1200,ATX
Asus Z97-PRO(Wi-Fi ac),LGA1150,ATX
Asus Z97-A/USB 3.1,LGA1150,ATX
MSI Z270 GAMING M7,LGA1151,ATX
Gigabyte GA-H110-D3A,LGA1151,ATX
Asus ROG MAXIMUS XI CODE,LGA1151,ATX
Asus ROG STRIX B365-F GAMING,LGA1151,ATX
MSI Z170A GAMING M3,LGA1151,ATX
Asus SABERTOOTH Z170 S,LGA1151,ATX
MSI Z270 TOMAHAWK ARCTIC,LGA1151,ATX
Gigabyte Z390 DESIGNARE,LGA1151,ATX
Asus PRIME Z270-AR,LGA1151,ATX
Asus Sabertooth X58,LGA1366,ATX
Gigabyte GA-Z77-D3H,LGA1155,ATX
Asus Z97-AR,LGA1150,ATX
Asus MAXIMUS IX FORMULA,LGA1151,ATX
ASRock Z270 Extreme4,LGA1151,ATX
MSI X470 GAMING PRO MAX,AM4,ATX
ASRock Fatal1ty AB350 Gaming K4,AM4,ATX
MSI B85-G43 GAMING,LGA1150,ATX
Gigabyte Z370XP SLI (rev. 1.0),LGA1151,ATX
MSI MAG Z590 TORPEDO,LGA1200,ATX
Asus M5A97 LE R2.0,AM3+,ATX
Gigabyte GA-Z97X-GAMING 7,LGA1150,ATX
ASRock Z170 Pro4S,LGA1151,ATX
MSI B150 PC Mate,LGA1151,ATX
Asus B150 PRO GAMING/AURA,LGA1151,ATX
Gigabyte GA-Z270-Gaming K3,LGA1151,ATX
MSI Z370 PC PRO,LGA1151,ATX
Gigabyte Z370 AORUS Ultra Gaming (rev. 1.0),LGA1151,ATX
ASRock B760 Pro RS WiFi,LGA1700,ATX
Asus ROG STRIX B460-F GAMING,LGA1200,ATX
Gigabyte Z490 UD AC,LGA1200,ATX
MSI X370 XPOWER GAMING TITANIUM,AM4,ATX
Gigabyte GA-Z97X-UD3H,LGA1150,ATX
MSI Z97-Gaming 3,LGA1150,ATX
MSI H170 Gaming M3,LGA1151,ATX
ASRock Z690 PG Velocita,LGA1700,ATX
MSI Z97-GAMING 7,LGA1150,ATX
Asus Z170 PRO GAMING/AURA,LGA1151,ATX
Asus MAXIMUS IX CODE,LGA1151,ATX
Asus PRIME B250-PLUS,LGA1151,ATX
MSI Z270 TOMAHAWK,LGA1151,ATX
MSI X299 RAIDER,LGA2066,ATX
MSI Z270 GAMING PLUS,LGA1151,ATX
MSI B350 TOMAHAWK PLUS,AM4,ATX
Asus H97-PLUS,LGA1150,ATX
MSI X99S SLI Plus,LGA2011-3,ATX
MSI X370 SLI PLUS,AM4,ATX
Gigabyte GA-AX370-Gaming K5,AM4,ATX
Gigabyte GA-AX370-Gaming,AM4,ATX
Gigabyte GA-Z87-HD3,LGA1150,ATX
Asus Z97-PRO,LGA1150,ATX
Asus X99-DELUXE II,LGA2011-3,ATX
Gigabyte Z690 AORUS ELITE,LGA1700,ATX
Gigabyte Z490 AORUS ULTRA,LGA1200,ATX
Asus PRIME H270-PRO,LGA1151,ATX
Asus PRIME X570-P/CSM,AM4,ATX
MSI PRO Z790-P,LGA1700,ATX
ASRock X470 Master SLI,AM4,ATX
Gigabyte Z690 UD,LGA1700,ATX
Gigabyte GA-P61-USB3-B3,LGA1155,ATX
Asus Z87-K,LGA1150,ATX
Asus H97-PRO GAMER,LGA1150,ATX
MSI B350 GAMING PRO CARBON,AM4,ATX
MSI X299 TOMAHAWK ARCTIC,LGA2066,ATX
ASRock Z370 Taichi,LGA1151,ATX
Asus TUF B360-Plus Gaming,LGA1151,ATX
ASRock Fatal1ty Z370 Gaming K6,LGA1151,ATX
Asus P9X79 PRO,LGA2011,ATX
ASRock B460 Phantom Gaming 4,LGA1200,ATX
ASRock Z490 Phantom Gaming 4,LGA1200,ATX
MSI 970A-G46,AM3+,ATX
Asus P8Z77-V,LGA1155,ATX
ASRock 990FX Extreme9,AM3+,ATX
ASRock H81 Pro BTC,LGA1150,ATX
ASRock Z97 Pro4,LGA1150,ATX
Asus B150 PRO GAMING D3,LGA1151,ATX
ASRock Fatal1ty Z270 Gaming K6,LGA1151,ATX
Gigabyte GA-AX370-Gaming 3,AM4,ATX
ASRock B360 Pro4,LGA1151,ATX
ASRock Fatal1ty X470 Gaming K4,AM4,ATX
Asus ROG Maximus XIII Apex,LGA1200,ATX
Asus PRIME X299-A,LGA2066,ATX
Asus SABERTOOTH Z170 MARK 1,LGA1151,ATX
Gigabyte Z370 AORUS ULTRA GAMING WIFI,LGA1151,ATX
ASRock Z390 STEEL LEGEND,LGA1151,ATX
MSI Creator X299,LGA2066,EATX
Asus WS X299 PRO,LGA2066,ATX
ASRock X99 Extreme11,LGA2011-3,EATX
Gigabyte Z790 AORUS ELITE,LGA1700,ATX
Gigabyte B460 AORUS PRO AC,LGA1200,ATX
Gigabyte GA-X58A-UD3R,LGA1366,ATX
MSI Z87-GD65 Gaming,LGA1150,ATX
Gigabyte GA-970A-UD3P,AM3+,ATX
Gigabyte Z370 AORUS Gaming 3 (rev. 1.0),LGA1151,ATX
ASRock Z390 Phantom Gaming SLI/ac,LGA1151,ATX
ASRock Z490 Steel Legend,LGA1200,ATX
Gigabyte GA-Z270X-UD3,LGA1151,ATX
MSI Z97 Guard-Pro,LGA1150,ATX
Asus PRIME B650-PLUS-CSM,AM5,ATX
MSI 970A-G43,AM3+,ATX
MSI B85-G41 PC Mate,LGA1150,ATX
Gigabyte GA-970A-D3P,AM3+/AM3,ATX
Gigabyte GA-Z97-D3H,LGA1150,ATX
MSI X99A Raider,LGA2011-3,ATX
Gigabyte GA-EP45-UD3R,LGA775,ATX
Asus STRIX B250H Gaming,LGA1151,ATX
MSI X299 SLI PLUS,LGA2066,ATX
Asus ROG MAXIMUS X CODE,LGA1151,ATX
MSI PRESTIGE X570 CREATION,AM4,EATX
Gigabyte B460 HD3,LGA1200,ATX
Asus PRIME H570-PLUS,LGA1200,ATX
Asus M5A99X EVO R2.0,AM3+,ATX
MSI X99A GAMING 7,LGA2011-3,ATX
Asus X99-A/USB 3.1,LGA2011-3,ATX
Asus PRIME Z270-K,LGA1151,ATX
Gigabyte GA-H270-HD3,LGA1151,ATX
MSI Z270 GAMING PRO,LGA1151,ATX
MSI MAG H670 TOMAHAWK WIFI DDR4,LGA1700,ATX
Gigabyte GA-X58A-UD7,LGA1366,ATX
Asus ROG Rampage VI Extreme Encore,LGA2066,EATX
Gigabyte GA-P55A-UD3,LGA1156,ATX
Asus P8Z68-V LX,LGA1155,ATX
Asus P9X79 LE,LGA2011,ATX
